month,day,year,region,site,burn_year,transect,plot,book,species,height_cm,basal_diameter_cm,age,safe_site,radius_m,area_sampled_m2,notes
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Populus tremula,180,0.98,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,110,1.1,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,225,2.05,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,150,1.2,9,no,2,12.5663706143592,height recorded in notebook as 1.5 m; entered here as 150 cm
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,285,2.3,11,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,240,2.1,14,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Pinus sylvestris,240,3.25,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Pinus sylvestris,125,1.7,12,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Pinus sylvestris,115,1.39,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Pinus sylvestris,205,1.95,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Pinus sylvestris,90,1.13,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Betula platyphylla,250,1.59,10,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Betula platyphylla,260,1.48,9,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Betula platyphylla,280,2,8,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Betula platyphylla,290,2.18,10,no,1,3.14159265358979,height recorded in notebook as 2.9 m; entered here as 290 cm
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Betula platyphylla,210,0.9,9,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Populus tremula,220,1.12,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Populus tremula,125,1.03,8,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Populus tremula,260,1.27,8,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Populus tremula,440,2.8,11,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Populus tremula,150,0.7,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,129,1.1,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,305,2.4,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,205,1.8,11,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,425,3.4,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,85,0.9,9,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Pinus sylvestris,260,4,11,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Pinus sylvestris,125,1.35,7,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Pinus sylvestris,105,0.95,11,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Pinus sylvestris,150,0.75,13,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Pinus sylvestris,530,1.6,14,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Betula platyphylla,450,3.3,10,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Betula platyphylla,155,0.85,7,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Betula platyphylla,310,2,11,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Betula platyphylla,260,2.5,9,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Betula platyphylla,180,1.2,9,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Populus tremula,225,1.32,8,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Populus tremula,255,1.1,8,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Populus tremula,420,2.5,8,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Populus tremula,385,2.6,10,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Populus tremula,250,1.6,8,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,135,0.95,11,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,80,0.8,12,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,47,0.67,7,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,55,0.65,9,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,130,1,8,hummock,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Pinus sylvestris,145,2,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Pinus sylvestris,100,1.35,11,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Pinus sylvestris,140,2.3,11,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Pinus sylvestris,160,2,12,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Pinus sylvestris,206,2.5,11,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Betula platyphylla,310,2.3,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Betula platyphylla,180,1.5,8,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Betula platyphylla,280,2.3,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Betula platyphylla,170,1,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Betula platyphylla,340,2.4,9,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Populus tremula,200,1.4,9,no,2,12.5663706143592,only 2 seedlings in recruit plot but measured size and age on 3 seedlings; extra 1 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Populus tremula,190,0.9,9,no,2,12.5663706143592,only 2 seedlings in recruit plot but measured size and age on 3 seedlings; extra 1 near plot
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Populus tremula,240,0.9,NA,no,2,12.5663706143592,no age recorded; recorder error; only 2 seedlings in recruit plot but measured size and age on 3 seedlings; extra 1 near plot
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,26,0.29,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,43,0.43,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,40,0.4,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,25,0.25,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,32,0.5,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Pinus sylvestris,165,2.5,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Pinus sylvestris,39,0.43,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Pinus sylvestris,168,3.85,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Pinus sylvestris,48,0.75,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Pinus sylvestris,56,0.88,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,zero recruits; midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Pinus sylvestris,77,0.75,6,depression,2,12.5663706143592,midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Pinus sylvestris,47,0.45,7,depression,2,12.5663706143592,midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Pinus sylvestris,84,0.84,6,depression,2,12.5663706143592,midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Pinus sylvestris,42.5,0.53,6,no,2,12.5663706143592,midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Pinus sylvestris,77.5,0.92,7,no,2,12.5663706143592,midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,zero recruits; midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,Maya,2002,1,-50,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits; midway in sampling trees on this plot discovered that burned area had been logged so did not sample further
june,11,2019,Yakutsk,ROB,2002,1,-25,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,"zero recruits; decided to reduce number of plots sampled to only -25, 25, 75, and 150"
june,11,2019,Yakutsk,ROB,2002,1,-25,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,"zero recruits; decided to reduce number of plots sampled to only -25, 25, 75, and 150"
june,11,2019,Yakutsk,ROB,2002,1,-25,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,"zero recruits; decided to reduce number of plots sampled to only -25, 25, 75, and 150"
june,11,2019,Yakutsk,ROB,2002,1,-25,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,"zero recruits; decided to reduce number of plots sampled to only -25, 25, 75, and 150"
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,40,0.35,7,no,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,117,1.15,9,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,104,0.64,8,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,180,1.61,11,no,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,315,3.35,9,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Betula platyphylla,230,1.04,10,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Betula platyphylla,210,1.94,12,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Betula platyphylla,75,0.75,8,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Betula platyphylla,135,0.88,10,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Betula platyphylla,62.5,0.4,6,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,106.5,0.78,8,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,130,2.3,11,hummock,2,12.5663706143592,browsed
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,140,1.45,10,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,36.5,0.3,8,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Betula platyphylla,120,1.12,9,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Betula platyphylla,151,2.18,9,no,2,12.5663706143592,browsed
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Betula platyphylla,170,1.83,6,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Betula platyphylla,67.5,0.52,6,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Betula platyphylla,91,0.92,7,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,110,1.42,11,hummock,2,12.5663706143592,almost all recruits browsed by hare; chose unbrowsed seedlings for measurements
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,52,0.82,8,hummock,2,12.5663706143592,browsed
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,56,0.64,12,woody_debris,2,12.5663706143592,dw equals downed wood
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,52.3,0.43,8,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,42.5,0.55,7,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Betula platyphylla,180,2.32,12,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Betula platyphylla,85,0.81,10,no,2,12.5663706143592,browsed
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Betula platyphylla,164,1.47,10,woody_debris,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Betula platyphylla,150,1.05,10,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Betula platyphylla,172,1.37,11,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,-25,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,-25,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,-25,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,-25,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,37.6,0.42,7,hummock,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,27.5,0.34,7,hummock,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,13.3,0.2,5,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,32,0.38,6,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,340,4.41,11,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Pinus sylvestris,31,0.35,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Pinus sylvestris,38.8,0.49,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Pinus sylvestris,17.8,0.24,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Pinus sylvestris,18.2,0.25,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Pinus sylvestris,20.2,0.28,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Betula platyphylla,360,4.4,10,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Betula platyphylla,380,4.2,11,hummock,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Populus tremula,56.2,0.68,6,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Populus tremula,278,1.66,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Populus tremula,9.8,0.13,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Populus tremula,35.2,0.5,6,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Populus tremula,9.5,0.12,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,185,3,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,85.6,0.75,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,210,2.55,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,330,3.68,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Betula platyphylla,245,2.74,6,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,160,2.45,7,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,345,4.58,11,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,220,2.6,8,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,310,3.61,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Pinus sylvestris,290,5.84,10,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Betula platyphylla,285,3.03,8,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Betula platyphylla,220,2.01,10,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Betula platyphylla,195,1.4,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Betula platyphylla,340,4,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Betula platyphylla,370,3.2,12,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Populus tremula,330,3.13,11,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Populus tremula,110,1.38,NA,no,2,12.5663706143592,browsed; no age recorded; sample not found
june,12,2019,Yakutsk,Maya,2002,3,-40,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,-40,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,-40,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,-40,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Betula platyphylla,200,2.82,NA,no,2,12.5663706143592,no age recorded; sample not found
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Betula platyphylla,210,2.58,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Betula platyphylla,51,0.5,5,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Populus tremula,85,0.96,4,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Populus tremula,170,1.38,5,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Populus tremula,163,1.15,6,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Populus tremula,164,1.42,5,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,3,25,Siberia_2019_1,Populus tremula,120,0.92,5,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,-25,Siberia_2019_1,Larix cajanderi,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,13,2019,Yakutsk,Korova,2002,1,-25,Siberia_2019_1,Pinus sylvestris,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,13,2019,Yakutsk,Korova,2002,1,-25,Siberia_2019_1,Betula platyphylla,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,13,2019,Yakutsk,Korova,2002,1,-25,Siberia_2019_1,Populus tremula,NA,NA,NA,NA,2,12.5663706143592,zero recruits
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,56,0.58,7,hummock,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,47,0.6,4,hummock,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,98,1.51,7,hummock,2,12.5663706143592,browsed
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,93,1.2,7,hummock,2,12.5663706143592,NA
